,FileName,Label,ClassName
0,activity_data\train\Biking\v_Biking_g15_c02\img_000000.png,2,Biking
1,activity_data\train\Biking\v_Biking_g15_c02\img_000001.png,2,Biking
2,activity_data\train\Biking\v_Biking_g15_c02\img_000002.png,2,Biking
3,activity_data\train\Biking\v_Biking_g15_c02\img_000003.png,2,Biking
4,activity_data\train\Biking\v_Biking_g15_c02\img_000004.png,2,Biking
5,activity_data\train\Biking\v_Biking_g15_c02\img_000005.png,2,Biking
6,activity_data\train\Biking\v_Biking_g15_c02\img_000006.png,2,Biking
7,activity_data\train\Biking\v_Biking_g15_c02\img_000007.png,2,Biking
8,activity_data\train\Biking\v_Biking_g15_c02\img_000008.png,2,Biking
9,activity_data\train\Biking\v_Biking_g15_c02\img_000009.png,2,Biking
10,activity_data\train\Biking\v_Biking_g15_c02\img_000010.png,2,Biking
11,activity_data\train\Biking\v_Biking_g15_c02\img_000011.png,2,Biking
12,activity_data\train\Biking\v_Biking_g15_c02\img_000012.png,2,Biking
13,activity_data\train\Biking\v_Biking_g15_c02\img_000013.png,2,Biking
14,activity_data\train\Biking\v_Biking_g15_c02\img_000014.png,2,Biking
15,activity_data\train\Biking\v_Biking_g15_c02\img_000015.png,2,Biking
16,activity_data\train\Biking\v_Biking_g15_c02\img_000016.png,2,Biking
17,activity_data\train\Biking\v_Biking_g15_c02\img_000017.png,2,Biking
18,activity_data\train\Biking\v_Biking_g15_c02\img_000018.png,2,Biking
19,activity_data\train\Biking\v_Biking_g15_c02\img_000019.png,2,Biking
20,activity_data\train\Biking\v_Biking_g15_c02\img_000020.png,2,Biking
21,activity_data\train\Biking\v_Biking_g15_c02\img_000021.png,2,Biking
22,activity_data\train\Biking\v_Biking_g15_c02\img_000022.png,2,Biking
23,activity_data\train\Biking\v_Biking_g15_c02\img_000023.png,2,Biking
24,activity_data\train\Biking\v_Biking_g15_c02\img_000024.png,2,Biking
25,activity_data\train\Biking\v_Biking_g15_c02\img_000025.png,2,Biking
26,activity_data\train\Biking\v_Biking_g15_c02\img_000026.png,2,Biking
27,activity_data\train\Biking\v_Biking_g15_c02\img_000027.png,2,Biking
28,activity_data\train\Biking\v_Biking_g15_c02\img_000028.png,2,Biking
29,activity_data\train\Biking\v_Biking_g15_c02\img_000029.png,2,Biking
30,activity_data\train\Biking\v_Biking_g15_c02\img_000030.png,2,Biking
31,activity_data\train\Biking\v_Biking_g15_c02\img_000031.png,2,Biking
32,activity_data\train\Biking\v_Biking_g15_c02\img_000032.png,2,Biking
33,activity_data\train\Biking\v_Biking_g15_c02\img_000033.png,2,Biking
34,activity_data\train\Biking\v_Biking_g15_c02\img_000034.png,2,Biking
35,activity_data\train\Biking\v_Biking_g15_c02\img_000035.png,2,Biking
36,activity_data\train\Biking\v_Biking_g15_c02\img_000036.png,2,Biking
37,activity_data\train\Biking\v_Biking_g15_c02\img_000037.png,2,Biking
38,activity_data\train\Biking\v_Biking_g15_c02\img_000038.png,2,Biking
39,activity_data\train\Biking\v_Biking_g15_c02\img_000039.png,2,Biking
40,activity_data\train\Biking\v_Biking_g15_c02\img_000040.png,2,Biking
41,activity_data\train\Biking\v_Biking_g15_c02\img_000041.png,2,Biking
42,activity_data\train\Biking\v_Biking_g15_c02\img_000042.png,2,Biking
43,activity_data\train\Biking\v_Biking_g15_c02\img_000043.png,2,Biking
44,activity_data\train\Biking\v_Biking_g15_c02\img_000044.png,2,Biking
45,activity_data\train\Biking\v_Biking_g15_c02\img_000045.png,2,Biking
46,activity_data\train\Biking\v_Biking_g15_c02\img_000046.png,2,Biking
47,activity_data\train\Biking\v_Biking_g15_c02\img_000047.png,2,Biking
48,activity_data\train\Biking\v_Biking_g15_c02\img_000048.png,2,Biking
49,activity_data\train\Biking\v_Biking_g15_c02\img_000049.png,2,Biking
50,activity_data\train\Biking\v_Biking_g15_c02\img_000050.png,2,Biking
51,activity_data\train\Biking\v_Biking_g15_c02\img_000051.png,2,Biking
52,activity_data\train\Biking\v_Biking_g15_c02\img_000052.png,2,Biking
53,activity_data\train\Biking\v_Biking_g15_c02\img_000053.png,2,Biking
54,activity_data\train\Biking\v_Biking_g15_c02\img_000054.png,2,Biking
55,activity_data\train\Biking\v_Biking_g15_c02\img_000055.png,2,Biking
56,activity_data\train\Biking\v_Biking_g15_c02\img_000056.png,2,Biking
57,activity_data\train\Biking\v_Biking_g15_c02\img_000057.png,2,Biking
58,activity_data\train\Biking\v_Biking_g15_c02\img_000058.png,2,Biking
59,activity_data\train\Biking\v_Biking_g15_c02\img_000059.png,2,Biking
60,activity_data\train\Biking\v_Biking_g15_c02\img_000060.png,2,Biking
61,activity_data\train\Biking\v_Biking_g15_c02\img_000061.png,2,Biking
62,activity_data\train\Biking\v_Biking_g15_c02\img_000062.png,2,Biking
63,activity_data\train\Biking\v_Biking_g15_c02\img_000063.png,2,Biking
64,activity_data\train\Biking\v_Biking_g15_c02\img_000064.png,2,Biking
65,activity_data\train\Biking\v_Biking_g15_c02\img_000065.png,2,Biking
66,activity_data\train\Biking\v_Biking_g15_c02\img_000066.png,2,Biking
67,activity_data\train\Biking\v_Biking_g15_c02\img_000067.png,2,Biking
68,activity_data\train\Biking\v_Biking_g15_c02\img_000068.png,2,Biking
69,activity_data\train\Biking\v_Biking_g15_c02\img_000069.png,2,Biking
70,activity_data\train\Biking\v_Biking_g15_c02\img_000070.png,2,Biking
71,activity_data\train\Biking\v_Biking_g15_c02\img_000071.png,2,Biking
72,activity_data\train\Biking\v_Biking_g15_c02\img_000072.png,2,Biking
